date,score_mean,score_std,post_count,sentiment_mean,sentiment_std,positive_count,positive_ratio,negative_count,negative_ratio,sentiment_ratio,BTC_open,BTC_close,BTC_volume,BTC_daily_return,BTC_price_change,BTC_volatility,BTC_direction,ETH_open,ETH_close,ETH_volume,ETH_daily_return,ETH_price_change,ETH_volatility,ETH_direction
2017-11-09,0.13458441558441558,0.34792433062812167,231,0.36363636363636365,0.8979555170897591,94,0.4069264069264069,35,0.15151515151515152,2.611111111111111,7446.830078125,7143.580078125,3226249984,-4.072202491779613,-4.237573756606549,4.072202491779613,0,308.6449890136719,320.8840026855469,893249984,3.9654017099020047,,3.9654017099020047,1
2017-11-10,0.08380204081632654,0.31163444634949405,245,0.2,0.802659513792721,81,0.3306122448979592,38,0.15510204081632653,2.076923076923077,7173.72998046875,6618.14013671875,5208249856,-7.744783331163188,-7.355414731266851,7.744783331163188,0,320.6709899902344,299.25299072265625,885985984,-6.679119700921615,-6.741068978776143,6.679119700921615,0
2017-11-11,0.11095649717514124,0.36312963746865257,177,0.2768361581920904,0.9397625070166651,64,0.3615819209039548,30,0.1694915254237288,2.064516129032258,6618.60986328125,6357.60009765625,4908680192,-3.9435738171097077,-3.936756153242693,3.9435738171097077,0,298.58599853515625,314.6809997558594,842300992,5.390407219248112,5.155507049719543,5.390407219248112,1
2017-11-12,0.08128204225352112,0.34055268931451427,284,0.1936619718309859,0.8982680460232045,88,0.30985915492957744,49,0.17253521126760563,1.76,6295.4501953125,5950.06982421875,8957349888,-5.486190190987694,-6.410127519466624,5.486190190987694,0,314.69000244140625,307.9079895019531,1613479936,-2.1551408963860883,-2.15234166001792,2.1551408963860883,0
2017-11-13,0.04758529411764706,0.3740434287361579,204,0.12254901960784313,1.0023034419293728,62,0.30392156862745096,46,0.22549019607843138,1.3191489361702127,5938.25,6559.490234375,6263249920,10.461671946701468,10.24223964020905,10.461671946701468,1,307.0249938964844,316.71600341796875,1041889984,3.1564236508874473,2.8605993401674246,3.1564236508874473,1
2017-11-14,0.08943878205128206,0.32866873666194957,312,0.23397435897435898,0.8783202907268406,101,0.32371794871794873,45,0.14423076923076922,2.1956521739130435,6561.47998046875,6635.75,3197110016,1.131909565407897,1.1625867697059977,1.131909565407897,1,316.76300048828125,337.6310119628906,1069680000,6.5878942434697,6.603710680612629,6.5878942434697,1
2017-11-15,0.07278478964401294,0.34664826234581714,309,0.1941747572815534,0.8870451359749629,106,0.343042071197411,55,0.1779935275080906,1.8928571428571428,6634.759765625,7315.5400390625,4200880128,10.26081271193351,10.244358799871911,10.26081271193351,1,337.9639892578125,333.35699462890625,722665984,-1.3631613945093568,-1.2658841109222885,1.3631613945093568,0
2017-11-16,0.1439859437751004,0.37191738796536616,249,0.39357429718875503,0.953410091155609,103,0.41365461847389556,29,0.11646586345381527,3.433333333333333,7323.240234375,7871.68994140625,5123809792,7.48916721940718,7.602308228430132,7.48916721940718,1,333.4429931640625,330.92401123046875,797254016,-0.7554460538189646,-0.7298432124233423,0.7554460538189646,0
2017-11-17,0.07802367601246106,0.3711481922698731,321,0.20249221183800623,0.9517057157916016,104,0.32398753894080995,58,0.1806853582554517,1.7627118644067796,7853.56982421875,7708.990234375,4651670016,-1.8409410380219335,-2.0668967939835303,1.8409410380219335,0,330.1669921875,332.3940124511719,621732992,0.6745132967159729,0.44421110914172335,0.6745132967159729,1
2017-11-18,0.13021756756756755,0.3554657166924862,148,0.3108108108108108,0.9536992163446923,54,0.36486486486486486,22,0.14864864864864866,2.347826086956522,7697.2099609375,7790.14990234375,3667190016,1.2074497366956345,1.052792460507379,1.2074497366956345,1,331.9800109863281,347.61199951171875,649638976,4.70871378037107,4.578297589756475,4.70871378037107,1
2017-11-19,0.06700714285714286,0.3977588388082609,224,0.19196428571428573,1.0216173226192482,80,0.35714285714285715,47,0.20982142857142858,1.6666666666666667,7766.02978515625,8036.490234375,3149319936,3.482608961089742,3.1622027190662427,3.482608961089742,1,347.4010009765625,354.385986328125,1181529984,2.0106405369953855,1.9487206500125032,2.0106405369953855,1
2017-11-20,0.0858832,0.3697620716030034,250,0.216,0.9406824831666348,88,0.352,48,0.192,1.7959183673469388,8039.06982421875,8200.6396484375,3488450048,2.009807449762406,2.04255103005504,2.009807449762406,1,354.093994140625,366.7300109863281,807027008,3.5685487624183914,3.483214668306278,3.5685487624183914,1
2017-11-21,0.11784804469273742,0.34464369083706686,179,0.27932960893854747,0.9180876544804404,63,0.35195530726256985,26,0.1452513966480447,2.3333333333333335,8205.740234375,8071.259765625,4277609984,-1.6388584686929573,-1.5776803805438666,1.6388584686929573,0,367.4429931640625,360.4010009765625,949912000,-1.9164856368225167,-1.7257954953682764,1.9164856368225167,0
2017-11-22,0.0979298245614035,0.37532793107716494,228,0.2412280701754386,0.9703363696274657,84,0.3684210526315789,44,0.19298245614035087,1.8666666666666667,8077.9501953125,8253.5498046875,3633530112,2.17381396430121,2.258507895370454,2.17381396430121,1,360.31201171875,380.6520080566406,800819008,5.645106373463754,5.61902076442764,5.645106373463754,1
2017-11-23,0.09434642857142858,0.3300569116852151,140,0.2571428571428571,0.8513335165629463,43,0.30714285714285716,19,0.1357142857142857,2.15,8232.3798828125,8038.77001953125,4225179904,-2.3518091492044384,-2.6022716314653915,2.3518091492044384,0,381.4389953613281,410.1659851074219,1845680000,7.531214714657413,7.753532472207425,7.531214714657413,1
2017-11-24,0.17744148936170215,0.3316006585821286,188,0.4574468085106383,0.854868331069584,82,0.43617021276595747,19,0.10106382978723404,4.1,8074.02001953125,8253.6904296875,5058610176,2.225290620058198,2.6735484363164197,2.225290620058198,1,412.5010070800781,474.9110107421875,2292829952,15.12966091983233,15.785079208313423,15.12966091983233,1
